ekatte,region,municipality,settlement,permanent_06_2020,current_06_2020
17779,БУРГАС,СРЕДЕЦ,С. ГРАНИЧАР,2,23
20273,БУРГАС,СРЕДЕЦ,С. ДЕБЕЛТ,1835,2055
22914,БУРГАС,СРЕДЕЦ,С. ДОЛНО ЯБЪЛКОВО,10,36
23529,БУРГАС,СРЕДЕЦ,С. ДРАКА,30,69
23604,БУРГАС,СРЕДЕЦ,С. ДРАЧЕВО,413,669
24712,БУРГАС,СРЕДЕЦ,С. ДЮЛЕВО,198,448
30168,БУРГАС,СРЕДЕЦ,С. ЗАГОРЦИ,226,327
31379,БУРГАС,СРЕДЕЦ,С. ЗОРНИЦА,283,345
36938,БУРГАС,СРЕДЕЦ,С. КИРОВО,10,56
40419,БУРГАС,СРЕДЕЦ,С. КУБАДИН,19,74
46348,БУРГАС,СРЕДЕЦ,С. МАЛИНА,54,71
29221,БУРГАС,СРЕДЕЦ,С. МОМИНА ЦЪРКВА,192,302
53984,БУРГАС,СРЕДЕЦ,С. ОРЛИНЦИ,385,407
58712,БУРГАС,СРЕДЕЦ,С. ПРОХОД,55,129
59015,БУРГАС,СРЕДЕЦ,С. ПЪНЧЕВО,16,56
61563,БУРГАС,СРЕДЕЦ,С. РАДОЙНОВО,37,57
63055,БУРГАС,СРЕДЕЦ,С. РОСЕНОВО,9,33
65560,БУРГАС,СРЕДЕЦ,С. СВЕТЛИНА,121,214
66585,БУРГАС,СРЕДЕЦ,С. СИНЬО КАМЕНЕ,11,18
67413,БУРГАС,СРЕДЕЦ,С. СЛИВОВО,83,115
70322,БУРГАС,СРЕДЕЦ,С. СУХОДОЛ,60,119
72967,БУРГАС,СРЕДЕЦ,С. ТРАКИЙЦИ,1,4
76039,БУРГАС,СРЕДЕЦ,С. ФАКИЯ,294,417
35883,БУРГАС,КАМЕНО,ГР. КАМЕНО,5788,5471
11096,БУРГАС,КАМЕНО,С. ВИНАРСКО,895,896
12245,БУРГАС,КАМЕНО,С. ВРАТИЦА,150,182
29249,БУРГАС,КАМЕНО,С. ЖЕЛЯЗОВО,214,155
52279,БУРГАС,КАМЕНО,С. КОНСТАНТИНОВО,205,685
40381,БУРГАС,КАМЕНО,С. КРЪСТИНА,893,921
43623,БУРГАС,КАМЕНО,С. ЛИВАДА,139,416
57337,БУРГАС,КАМЕНО,С. ПОЛСКИ ИЗВОР,279,753
63478,БУРГАС,КАМЕНО,С. РУСОКАСТРО,1083,1198
65783,БУРГАС,КАМЕНО,С. СВОБОДА,479,523
73211,БУРГАС,КАМЕНО,С. ТРОЯНОВО,1359,1300
73388,БУРГАС,КАМЕНО,С. ТРЪСТИКОВО,249,589
80916,БУРГАС,КАМЕНО,С. ЧЕРНИ ВРЪХ,555,972
36525,БУРГАС,КАРНОБАТ,ГР. КАРНОБАТ,20411,18080
00775,БУРГАС,КАРНОБАТ,С. АСПАРУХОВО,96,143
10625,БУРГАС,КАРНОБАТ,С. ВЕНЕЦ,208,254
15182,БУРГАС,КАРНОБАТ,С. ГЛУМЧЕ,57,98
20417,БУРГАС,КАРНОБАТ,С. ДЕВЕТАК,125,169
20448,БУРГАС,КАРНОБАТ,С. ДЕВЕТИНЦИ,25,47
02765,БУРГАС,КАРНОБАТ,С. ДЕТЕЛИНА,240,275
21508,БУРГАС,КАРНОБАТ,С. ДОБРИНОВО,77,98
23176,БУРГАС,КАРНОБАТ,С. ДРАГАНЦИ,91,121
23306,БУРГАС,КАРНОБАТ,С. ДРАГОВО,361,283
27169,БУРГАС,КАРНОБАТ,С. ЕКЗАРХ АНТИМОВО,1106,1056
29129,БУРГАС,КАРНОБАТ,С. ЖЕЛЕЗНИК,43,60
29492,БУРГАС,КАРНОБАТ,С. ЖИТОСВЯТ,118,108
30853,БУРГАС,КАРНОБАТ,С. ЗИМЕН,211,194
32809,БУРГАС,КАРНОБАТ,С. ИСКРА,416,403
37201,БУРГАС,КАРНОБАТ,С. КЛИКАЧ,1003,779
37650,БУРГАС,КАРНОБАТ,С. КОЗАРЕ,23,31
40021,БУРГАС,КАРНОБАТ,С. КРУМОВО ГРАДИЩЕ,519,536
40230,БУРГАС,КАРНОБАТ,С. КРУШОВО,56,98
49549,БУРГАС,КАРНОБАТ,С. МЪДРИНО,53,103
51202,БУРГАС,КАРНОБАТ,С. НЕВЕСТИНО,450,506
53312,БУРГАС,КАРНОБАТ,С. ОГНЕН,108,178
62027,БУРГАС,КАРНОБАТ,С. РАКЛИЦА,67,96
65351,БУРГАС,КАРНОБАТ,С. САН СТЕФАНО,56,89
66408,БУРГАС,КАРНОБАТ,С. СИГМЕН,120,171
72080,БУРГАС,КАРНОБАТ,С. СМОЛНИК,74,110
67920,БУРГАС,КАРНОБАТ,С. СОКОЛОВО,360,436
70576,БУРГАС,КАРНОБАТ,С. СЪРНЕВО,94,146
77089,БУРГАС,КАРНОБАТ,С. ХАДЖИИТЕ,306,296
78416,БУРГАС,КАРНОБАТ,С. ЦЕРКОВСКИ,100,154
80755,БУРГАС,КАРНОБАТ,С. ЧЕРКОВО,128,149
46663,БУРГАС,МАЛКО ТЪРНОВО,ГР. МАЛКО ТЪРНОВО,2224,2054
04412,БУРГАС,МАЛКО ТЪРНОВО,С. БЛИЗНАК,18,47
06687,БУРГАС,МАЛКО ТЪРНОВО,С. БРЪШЛЯН,18,60
07627,БУРГАС,МАЛКО ТЪРНОВО,С. БЯЛА ВОДА,20,43
11051,БУРГАС,МАЛКО ТЪРНОВО,С. ВИЗИЦА,10,58
17693,БУРГАС,МАЛКО ТЪРНОВО,С. ГРАМАТИКОВО,189,279
27022,БУРГАС,МАЛКО ТЪРНОВО,С. ЕВРЕНОЗОВО,11,22
30020,БУРГАС,МАЛКО ТЪРНОВО,С. ЗАБЕРНОВО,54,76
30483,БУРГАС,МАЛКО ТЪРНОВО,С. ЗВЕЗДЕЦ,402,496
35451,БУРГАС,МАЛКО ТЪРНОВО,С. КАЛОВО,7,24
48667,БУРГАС,МАЛКО ТЪРНОВО,С. МЛАДЕЖКО,9,34
67307,БУРГАС,МАЛКО ТЪРНОВО,С. СЛИВАРОВО,3,3
69328,БУРГАС,МАЛКО ТЪРНОВО,С. СТОИЛОВО,25,48
00878,БУРГАС,ЦАРЕВО,ГР. АХТОПОЛ,1261,1302
48619,БУРГАС,ЦАРЕВО,ГР. ЦАРЕВО,6196,5985
06553,БУРГАС,ЦАРЕВО,С. БРОДИЛОВО,216,233
07291,БУРГАС,ЦАРЕВО,С. БЪЛГАРИ,44,46
10094,БУРГАС,ЦАРЕВО,С. ВАРВАРА,243,266
10361,БУРГАС,ЦАРЕВО,С. ВЕЛИКА,56,78
32514,БУРГАС,ЦАРЕВО,С. ИЗГРЕВ,18,33
38251,БУРГАС,ЦАРЕВО,С. КОНДОЛОВО,3,11
38947,БУРГАС,ЦАРЕВО,С. КОСТИ,187,197
44094,БУРГАС,ЦАРЕВО,С. ЛОЗЕНЕЦ,565,654
62459,БУРГАС,ЦАРЕВО,С. РЕЗОВО,19,59
66528,БУРГАС,ЦАРЕВО,С. СИНЕМОРЕЦ,299,423
76025,БУРГАС,ЦАРЕВО,С. ФАЗАНОВО,22,29
51500,БУРГАС,НЕСЕБЪР,ГР. НЕСЕБЪР,13559,14496
53045,БУРГАС,НЕСЕБЪР,ГР. ОБЗОР,2076,2369
11538,БУРГАС,НЕСЕБЪР,ГР. СВЕТИ ВЛАС,3226,3771
02703,БУРГАС,НЕСЕБЪР,С. БАНЯ,125,174
18469,БУРГАС,НЕСЕБЪР,С. ГЮЛЬОВЦА,1077,1181
27454,БУРГАС,НЕСЕБЪР,С. ЕМОНА,17,52
37825,БУРГАС,НЕСЕБЪР,С. КОЗНИЦА,4,13
39164,БУРГАС,НЕСЕБЪР,С. КОШАРИЦА,1207,1413
53822,БУРГАС,НЕСЕБЪР,С. ОРИЗАРЕ,1511,1605
55350,БУРГАС,НЕСЕБЪР,С. ПАНИЦОВО,47,108
58431,БУРГАС,НЕСЕБЪР,С. ПРИСЕЛЦИ,36,90
61056,БУРГАС,НЕСЕБЪР,С. РАВДА,2418,2770
62102,БУРГАС,НЕСЕБЪР,С. РАКОВСКОВО,26,82
73571,БУРГАС,НЕСЕБЪР,С. ТЪНКОВО,1258,1367
00833,БУРГАС,ПОМОРИЕ,ГР. АХЕЛОЙ,2171,2122
35033,БУРГАС,ПОМОРИЕ,ГР. КАБЛЕШКОВО,2911,3009
57491,БУРГАС,ПОМОРИЕ,ГР. ПОМОРИЕ,14634,14163
00271,БУРГАС,ПОМОРИЕ,С. АЛЕКСАНДРОВО,71,129
02810,БУРГАС,ПОМОРИЕ,С. БАТА,1193,1281
27440,БУРГАС,ПОМОРИЕ,С. БЕЛОДОЛ,498,471
14057,БУРГАС,ПОМОРИЕ,С. ГАБЕРОВО,681,621
16064,БУРГАС,ПОМОРИЕ,С. ГОРИЦА,708,777
18229,БУРГАС,ПОМОРИЕ,С. ГЪЛЪБЕЦ,1367,1249
24253,БУРГАС,ПОМОРИЕ,С. ДЪБНИК,1244,802
35691,БУРГАС,ПОМОРИЕ,С. КАМЕНАР,301,376
37753,БУРГАС,ПОМОРИЕ,С. КОЗИЧИНО,131,175
38769,БУРГАС,ПОМОРИЕ,С. КОСОВЕЦ,260,217
44425,БУРГАС,ПОМОРИЕ,С. ЛЪКА,128,323
47651,БУРГАС,ПОМОРИЕ,С. МЕДОВО,356,424
57790,БУРГАС,ПОМОРИЕ,С. ПОРОЙ,901,874
69746,БУРГАС,ПОМОРИЕ,С. СТРАЦИН,1477,1417
04056,БУРГАС,РУЕН,С. БИЛКА,895,521
11363,БУРГАС,РУЕН,С. ВИШНА,344,235
12303,БУРГАС,РУЕН,С. ВРЕСОВО,1230,1010
21333,БУРГАС,РУЕН,С. ДОБРА ПОЛЯНА,925,760
21614,БУРГАС,РУЕН,С. ДОБРОМИР,1292,1053
23755,БУРГАС,РУЕН,С. ДРОПЛА,448,293
24699,БУРГАС,РУЕН,С. ДЪСКОТНА,873,749
24757,БУРГАС,РУЕН,С. ДЮЛЯ,0,1
30234,БУРГАС,РУЕН,С. ЗАИМЧЕВО,566,435
30243,БУРГАС,РУЕН,С. ЗАЙЧАР,1376,1162
30435,БУРГАС,РУЕН,С. ЗВЕЗДА,1,0
35955,БУРГАС,РУЕН,С. КАМЕНЯК,224,177
36213,БУРГАС,РУЕН,С. КАРАВЕЛЬОВО,558,483
43880,БУРГАС,РУЕН,С. ЛИСТЕЦ,611,432
44690,БУРГАС,РУЕН,С. ЛЮЛЯКОВО,2745,1759
49254,БУРГАС,РУЕН,С. МРЕЖИЧКО,619,537
56647,БУРГАС,РУЕН,С. ПЛАНИНИЦА,1794,1415
15967,БУРГАС,РУЕН,С. ПОДГОРЕЦ,469,357
51055,БУРГАС,РУЕН,С. ПРЕОБРАЖЕНЦИ,651,467
46930,БУРГАС,РУЕН,С. ПРИПЕК,516,422
58640,БУРГАС,РУЕН,С. ПРОСЕНИК,1451,1328
61666,БУРГАС,РУЕН,С. РАЗБОЙНА,1208,889
62548,БУРГАС,РУЕН,С. РЕЧИЦА,945,751
62904,БУРГАС,РУЕН,С. РОЖДЕН,487,456
63166,БУРГАС,РУЕН,С. РУДИНА,282,236
63224,БУРГАС,РУЕН,С. РУЕН,3116,2851
63375,БУРГАС,РУЕН,С. РУПЧА,752,459
63598,БУРГАС,РУЕН,С. РЪЖИЦА,1563,1284
80296,БУРГАС,РУЕН,С. СИНИ РИД,476,325
66706,БУРГАС,РУЕН,С. СКАЛАК,786,545
67725,БУРГАС,РУЕН,С. СНЕЖА,445,332
67767,БУРГАС,РУЕН,С. СНЯГОВО,1252,1046
67876,БУРГАС,РУЕН,С. СОКОЛЕЦ,703,542
68401,БУРГАС,РУЕН,С. СРЕДНА МАХАЛА,395,326
69990,БУРГАС,РУЕН,С. СТРУЯ,772,677
72864,БУРГАС,РУЕН,С. ТОПЧИЙСКО,1062,871
73287,БУРГАС,РУЕН,С. ТРЪНАК,1981,1263
80563,БУРГАС,РУЕН,С. ЧЕРЕША,848,690
83154,БУРГАС,РУЕН,С. ШИВАРОВО,492,292
87093,БУРГАС,РУЕН,С. ЯБЪЛЧЕВО,1495,1232
87638,БУРГАС,РУЕН,С. ЯСЕНОВО,593,405
67800,БУРГАС,СОЗОПОЛ,ГР. СОЗОПОЛ,4837,4761
81178,БУРГАС,СОЗОПОЛ,ГР. ЧЕРНОМОРЕЦ,2177,2526
63015,БУРГАС,СОЗОПОЛ,С. АТИЯ,840,965
12975,БУРГАС,СОЗОПОЛ,С. ВЪРШИЛО,30,165
14249,БУРГАС,СОЗОПОЛ,С. ГАБЪР,290,346
30822,БУРГАС,СОЗОПОЛ,С. ЗИДАРОВО,1108,1179
32737,БУРГАС,СОЗОПОЛ,С. ИНДЖЕ ВОЙВОДА,126,308
40124,БУРГАС,СОЗОПОЛ,С. КРУШЕВЕЦ,757,963
58400,БУРГАС,СОЗОПОЛ,С. ПРИСАД,59,233
61042,БУРГАС,СОЗОПОЛ,С. РАВАДИНОВО,694,888
61114,БУРГАС,СОЗОПОЛ,С. РАВНА ГОРА,1091,820
63029,БУРГАС,СОЗОПОЛ,С. РОСЕН,1426,1578
70247,БУРГАС,СУНГУРЛАРЕ,ГР. СУНГУРЛАРЕ,3625,3270
03959,БУРГАС,СУНГУРЛАРЕ,С. БЕРОНОВО,58,130
05726,БУРГАС,СУНГУРЛАРЕ,С. БОСИЛКОВО,67,66
10313,БУРГАС,СУНГУРЛАРЕ,С. ВЕДРОВО,50,81
10327,БУРГАС,СУНГУРЛАРЕ,С. ВЕЗЕНКОВО,368,359
76056,БУРГАС,СУНГУРЛАРЕ,С. ВЕЛИСЛАВ,99,135
12591,БУРГАС,СУНГУРЛАРЕ,С. ВЪЛЧИН,419,451
17049,БУРГАС,СУНГУРЛАРЕ,С. ГОРОВО,16,25
17909,БУРГАС,СУНГУРЛАРЕ,С. ГРОЗДЕН,851,799
83137,БУРГАС,СУНГУРЛАРЕ,С. ДЪБОВИЦА,16,76
27615,БУРГАС,СУНГУРЛАРЕ,С. ЕСЕН,40,74
30051,БУРГАС,СУНГУРЛАРЕ,С. ЗАВЕТ,76,118
36004,БУРГАС,СУНГУРЛАРЕ,С. КАМЧИЯ,240,81
37215,БУРГАС,СУНГУРЛАРЕ,С. КЛИМАШ,391,337
38889,БУРГАС,СУНГУРЛАРЕ,С. КОСТЕН,438,304
44029,БУРГАС,СУНГУРЛАРЕ,С. ЛОЗАРЕВО,681,766
44149,БУРГАС,СУНГУРЛАРЕ,С. ЛОЗИЦА,8,8
47096,БУРГАС,СУНГУРЛАРЕ,С. МАНОЛИЧ,1367,1047
56959,БУРГАС,СУНГУРЛАРЕ,С. ПОДВИС,360,428
58325,БУРГАС,СУНГУРЛАРЕ,С. ПРИЛЕП,614,560
58857,БУРГАС,СУНГУРЛАРЕ,С. ПЧЕЛИН,81,63
65111,БУРГАС,СУНГУРЛАРЕ,С. САДОВО,178,168
66682,БУРГАС,СУНГУРЛАРЕ,С. СКАЛА,5,25
67115,БУРГАС,СУНГУРЛАРЕ,С. СЛАВЯНЦИ,811,804
70514,БУРГАС,СУНГУРЛАРЕ,С. СЪЕДИНЕНИЕ,1313,985
72299,БУРГАС,СУНГУРЛАРЕ,С. ТЕРЗИЙСКО,63,70
81006,БУРГАС,СУНГУРЛАРЕ,С. ЧЕРНИЦА,325,341
81582,БУРГАС,СУНГУРЛАРЕ,С. ЧУБРА,637,594
37023,БУРГАС,ПРИМОРСКО,ГР. КИТЕН,968,1115
58356,БУРГАС,ПРИМОРСКО,ГР. ПРИМОРСКО,3442,3365
10731,БУРГАС,ПРИМОРСКО,С. ВЕСЕЛИЕ,423,744
52129,БУРГАС,ПРИМОРСКО,С. НОВО ПАНИЧАРЕВО,845,981
56513,БУРГАС,ПРИМОРСКО,С. ПИСМЕНОВО,110,210
87655,БУРГАС,ПРИМОРСКО,С. ЯСНА ПОЛЯНА,569,734
00084,ВАРНА,АВРЕН,С. АВРЕН,582,781
03811,ВАРНА,АВРЕН,С. БЕНКОВСКИ,560,715
04426,ВАРНА,АВРЕН,С. БЛИЗНАЦИ,664,1051
05311,ВАРНА,АВРЕН,С. БОЛЯРЦИ,126,209
21419,ВАРНА,АВРЕН,С. ДОБРИ ДОЛ,8,77
24400,ВАРНА,АВРЕН,С. ДЪБРАВИНО,1411,1477
30627,ВАРНА,АВРЕН,С. ЗДРАВЕЦ,242,559
35208,ВАРНА,АВРЕН,С. КАЗАШКА РЕКА,266,295
37068,ВАРНА,АВРЕН,С. КИТКА,206,321
40066,ВАРНА,АВРЕН,С. КРУША,36,100
58445,ВАРНА,АВРЕН,С. ПРИСЕЛЦИ,911,1272
61128,ВАРНА,АВРЕН,С. РАВНА ГОРА,136,305
65125,ВАРНА,АВРЕН,С. САДОВО,293,350
66490,ВАРНА,АВРЕН,С. СИНДЕЛ,1192,1159
73393,ВАРНА,АВРЕН,С. ТРЪСТИКОВО,508,648
70220,ВАРНА,АВРЕН,С. ЦАРЕВЦИ,618,736
86057,ВАРНА,АВРЕН,С. ЮНАК,98,120
00182,ВАРНА,АКСАКОВО,ГР. АКСАКОВО,8164,8146
32278,ВАРНА,АКСАКОВО,ГР. ИГНАТИЕВО,4426,4403
05829,ВАРНА,АКСАКОВО,С. БОТЕВО,114,300
11702,ВАРНА,АКСАКОВО,С. ВОДИЦА,108,219
12406,ВАРНА,АКСАКОВО,С. ВЪГЛЕН,1161,1152
14653,ВАРНА,АКСАКОВО,С. ГЕНЕРАЛ КАНТАРДЖИЕВО,351,519
21587,ВАРНА,АКСАКОВО,С. ДОБРОГЛЕД,166,351
21988,ВАРНА,АКСАКОВО,С. ДОЛИЩЕ,249,430
30363,ВАРНА,АКСАКОВО,С. ЗАСМЯНО,119,153
31334,ВАРНА,АКСАКОВО,С. ЗОРНИЦА,86,234
32490,ВАРНА,АКСАКОВО,С. ИЗВОРСКО,988,1082
37099,ВАРНА,АКСАКОВО,С. КИЧЕВО,854,1274
37246,ВАРНА,АКСАКОВО,С. КЛИМЕНТОВО,128,464
39983,ВАРНА,АКСАКОВО,С. КРУМОВО,88,287
40590,ВАРНА,АКСАКОВО,С. КУМАНОВО,283,408
44519,ВАРНА,АКСАКОВО,С. ЛЮБЕН КАРАВЕЛОВО,1670,1739
51826,ВАРНА,АКСАКОВО,С. НОВАКОВО,44,186
53691,ВАРНА,АКСАКОВО,С. ОРЕШАК,167,428
54145,ВАРНА,АКСАКОВО,С. ОСЕНОВО,399,847
58373,ВАРНА,АКСАКОВО,С. ПРИПЕК,68,159
61306,ВАРНА,АКСАКОВО,С. РАДЕВО,17,47
67489,ВАРНА,АКСАКОВО,С. СЛЪНЧЕВО,737,1146
87518,ВАРНА,АКСАКОВО,С. ЯРЕБИЧНА,163,208
03719,ВАРНА,БЕЛОСЛАВ,ГР. БЕЛОСЛАВ,8017,7830
27125,ВАРНА,БЕЛОСЛАВ,С. ЕЗЕРОВО,1870,1791
61741,ВАРНА,БЕЛОСЛАВ,С. РАЗДЕЛНА,451,514
69763,ВАРНА,БЕЛОСЛАВ,С. СТРАШИМИРОВО,828,963
07598,ВАРНА,БЯЛА,ГР. БЯЛА,2083,2227
16078,ВАРНА,БЯЛА,С. ГОРИЦА,62,125
17323,ВАРНА,БЯЛА,С. ГОСПОДИНОВО,252,283
24739,ВАРНА,БЯЛА,С. ДЮЛИНО,275,343
57635,ВАРНА,БЯЛА,С. ПОПОВИЧ,550,653
65259,ВАРНА,БЯЛА,С. САМОТИНО,2,2
10135,ВАРНА,ВАРНА,ГР. ВАРНА,369162,346479
30497,ВАРНА,ВАРНА,С. ЗВЕЗДИЦА,1071,1195
35211,ВАРНА,ВАРНА,С. КАЗАШКО,373,388
35701,ВАРНА,ВАРНА,С. КАМЕНАР,2968,3105
38354,ВАРНА,ВАРНА,С. КОНСТАНТИНОВО,1239,1432
72709,ВАРНА,ВАРНА,С. ТОПОЛИ,3031,3143
03602,ВАРНА,ВЕТРИНО,С. БЕЛОГРАДЕЦ,1729,1229
10865,ВАРНА,ВЕТРИНО,С. ВЕТРИНО,917,985
14252,ВАРНА,ВЕТРИНО,С. ГАБЪРНИЦА,82,85
21645,ВАРНА,ВЕТРИНО,С. ДОБРОПЛОДНО,864,823
48653,ВАРНА,ВЕТРИНО,С. МЛАДА ГВАРДИЯ,257,317
49000,ВАРНА,ВЕТРИНО,С. МОМЧИЛОВО,146,155
51233,ВАРНА,ВЕТРИНО,С. НЕВША,425,544
51487,ВАРНА,ВЕТРИНО,С. НЕОФИТ РИЛСКИ,700,936
68480,ВАРНА,ВЕТРИНО,С. СРЕДНО СЕЛО,34,48
87206,ВАРНА,ВЕТРИНО,С. ЯГНИЛО,202,258
12574,ВАРНА,ВЪЛЧИ ДОЛ,ГР. ВЪЛЧИ ДОЛ,3218,3157
05978,ВАРНА,ВЪЛЧИ ДОЛ,С. БОЯНА,275,229
06416,ВАРНА,ВЪЛЧИ ДОЛ,С. БРЕСТАК,756,900
11836,ВАРНА,ВЪЛЧИ ДОЛ,С. ВОЙВОДИНО,196,219
14667,ВАРНА,ВЪЛЧИ ДОЛ,С. ГЕНЕРАЛ КИСЕЛОВО,478,426
14670,ВАРНА,ВЪЛЧИ ДОЛ,С. ГЕНЕРАЛ КОЛЕВО,283,269
21717,ВАРНА,ВЪЛЧИ ДОЛ,С. ДОБРОТИЧ,364,406
27629,ВАРНА,ВЪЛЧИ ДОЛ,С. ЕСЕНИЦА,348,363
30555,ВАРНА,ВЪЛЧИ ДОЛ,С. ЗВЪНЕЦ,117,65
32442,ВАРНА,ВЪЛЧИ ДОЛ,С. ИЗВОРНИК,199,194
32860,ВАРНА,ВЪЛЧИ ДОЛ,С. ИСКЪР,58,101
35506,ВАРНА,ВЪЛЧИ ДОЛ,С. КАЛОЯН,217,219
36302,ВАРНА,ВЪЛЧИ ДОЛ,С. КАРАМАНИТЕ,314,358
39373,ВАРНА,ВЪЛЧИ ДОЛ,С. КРАКРА,4,14
47874,ВАРНА,ВЪЛЧИ ДОЛ,С. МЕТЛИЧИНА,82,134
48524,ВАРНА,ВЪЛЧИ ДОЛ,С. МИХАЛИЧ,783,804
53093,ВАРНА,ВЪЛЧИ ДОЛ,С. ОБОРИЩЕ,328,275
61265,ВАРНА,ВЪЛЧИ ДОЛ,С. РАДАН ВОЙВОДА,461,420
69170,ВАРНА,ВЪЛЧИ ДОЛ,С. СТЕФАН КАРАДЖА,770,769
69701,ВАРНА,ВЪЛЧИ ДОЛ,С. СТРАХИЛ,52,46
80529,ВАРНА,ВЪЛЧИ ДОЛ,С. ЧЕРВЕНЦИ,364,392
84022,ВАРНА,ВЪЛЧИ ДОЛ,С. ЩИПСКО,94,201
21912,ВАРНА,ДОЛНИ ЧИФЛИК,ГР. ДОЛНИ ЧИФЛИК,7557,7077
07034,ВАРНА,ДОЛНИ ЧИФЛИК,С. БУЛАИР,187,165
07394,ВАРНА,ДОЛНИ ЧИФЛИК,С. БЪРДАРЕВО,43,56
10611,ВАРНА,ДОЛНИ ЧИФЛИК,С. ВЕНЕЛИН,958,886
15597,ВАРНА,ДОЛНИ ЧИФЛИК,С. ГОЛИЦА,508,477
16050,ВАРНА,ДОЛНИ ЧИФЛИК,С. ГОРЕН ЧИФЛИК,1470,1419
17912,ВАРНА,ДОЛНИ ЧИФЛИК,С. ГРОЗДЬОВО,2533,2483
20701,ВАРНА,ДОЛНИ ЧИФЛИК,С. ДЕТЕЛИНА,785,774
39801,ВАРНА,ДОЛНИ ЧИФЛИК,С. КРИВИНИ,65,94
51963,ВАРНА,ДОЛНИ ЧИФЛИК,С. НОВА ШИПКА,200,214
52115,ВАРНА,ДОЛНИ ЧИФЛИК,С. НОВО ОРЯХОВО,170,203
58921,ВАРНА,ДОЛНИ ЧИФЛИК,С. ПЧЕЛНИК,1673,1638
63197,ВАРНА,ДОЛНИ ЧИФЛИК,С. РУДНИК,349,356
68028,ВАРНА,ДОЛНИ ЧИФЛИК,С. СОЛНИК,195,212
68998,ВАРНА,ДОЛНИ ЧИФЛИК,С. СТАРО ОРЯХОВО,2826,2818
83404,ВАРНА,ДОЛНИ ЧИФЛИК,С. ШКОРПИЛОВЦИ,737,829
86088,ВАРНА,ДОЛНИ ЧИФЛИК,С. ЮНЕЦ,29,66
20482,ВАРНА,ДЕВНЯ,ГР. ДЕВНЯ,9036,9117
36868,ВАРНА,ДЕВНЯ,С. КИПРА,427,523
55110,ВАРНА,ДЕВНЯ,С. ПАДИНА,210,340
24565,ВАРНА,ДЪЛГОПОЛ,ГР. ДЪЛГОПОЛ,4958,4700
00624,ВАРНА,ДЪЛГОПОЛ,С. АРКОВНА,41,73
00789,ВАРНА,ДЪЛГОПОЛ,С. АСПАРУХОВО,486,572
05699,ВАРНА,ДЪЛГОПОЛ,С. БОРЯНА,187,229
10495,ВАРНА,ДЪЛГОПОЛ,С. ВЕЛИЧКОВО,636,624
20599,ВАРНА,ДЪЛГОПОЛ,С. ДЕБЕЛЕЦ,1,15
35777,ВАРНА,ДЪЛГОПОЛ,С. КАМЕН ДЯЛ,241,243
38162,ВАРНА,ДЪЛГОПОЛ,С. КОМУНАРИ,87,130
39551,ВАРНА,ДЪЛГОПОЛ,С. КРАСИМИР,54,77
44294,ВАРНА,ДЪЛГОПОЛ,С. ЛОПУШНА,1264,924
47620,ВАРНА,ДЪЛГОПОЛ,С. МЕДОВЕЦ,2028,1593
55470,ВАРНА,ДЪЛГОПОЛ,С. ПАРТИЗАНИ,1376,1028
57457,ВАРНА,ДЪЛГОПОЛ,С. ПОЛЯЦИТЕ,908,811
63135,ВАРНА,ДЪЛГОПОЛ,С. РОЯК,366,257
65019,ВАРНА,ДЪЛГОПОЛ,С. САВА,205,212
67129,ВАРНА,ДЪЛГОПОЛ,С. СЛАДКА ВОДА,12,17
78519,ВАРНА,ДЪЛГОПОЛ,С. ЦОНЕВО,2797,2330
58503,ВАРНА,ПРОВАДИЯ,ГР. ПРОВАДИЯ,15095,12818
04457,ВАРНА,ПРОВАДИЯ,С. БЛЪСКОВО,1345,1241
05102,ВАРНА,ПРОВАДИЯ,С. БОЗВЕЛИЙСКО,1348,1324
07507,ВАРНА,ПРОВАДИЯ,С. БЪРЗИЦА,134,186
10663,ВАРНА,ПРОВАДИЯ,С. ВЕНЧАН,267,298
17508,ВАРНА,ПРОВАДИЯ,С. ГРАДИНАРОВО,988,884
21484,ВАРНА,ПРОВАДИЯ,С. ДОБРИНА,146,213
29458,ВАРНА,ПРОВАДИЯ,С. ЖИТНИЦА,873,839
31005,ВАРНА,ПРОВАДИЯ,С. ЗЛАТИНА,261,243
37037,ВАРНА,ПРОВАДИЯ,С. КИТЕН,23,41
38114,ВАРНА,ПРОВАДИЯ,С. КОМАРЕВО,364,431
39829,ВАРНА,ПРОВАДИЯ,С. КРИВНЯ,259,322
46975,ВАРНА,ПРОВАДИЯ,С. МАНАСТИР,461,487
51456,ВАРНА,ПРОВАДИЯ,С. НЕНОВО,33,56
53182,ВАРНА,ПРОВАДИЯ,С. ОВЧАГА,90,117
56143,ВАРНА,ПРОВАДИЯ,С. ПЕТРОВ ДОЛ,225,380
61073,ВАРНА,ПРОВАДИЯ,С. РАВНА,83,162
66963,ВАРНА,ПРОВАДИЯ,С. СЛАВЕЙКОВО,443,394
67739,ВАРНА,ПРОВАДИЯ,С. СНЕЖИНА,708,644
69020,ВАРНА,ПРОВАДИЯ,С. СТАРОСЕЛЕЦ,22,69
73506,ВАРНА,ПРОВАДИЯ,С. ТУТРАКАНЦИ,174,272
77387,ВАРНА,ПРОВАДИЯ,С. ХРАБРОВО,356,391
80073,ВАРНА,ПРОВАДИЯ,С. ЧАЙКА,39,79
